InteractionSpeciesCode,BatPopulationCode,FlyPopulationCode,RefCode,SiteCode,CurrentBatSpecies,BatSubspecies,CurrentFlySpecies,FlySubspecies,NumberInteractions,NumberInteractionsByFlyFemales,NumberInteractionsByFlyMales,NumberInteractionsByFlyUndetermined,BatInfested,BatInfestedFemales,BatInfestedMales,Prevalence,PrevalenceOnBatFemales,PrevalenceOnBatMales,MeanFlyIntensity,MeanFlyIntensityOnBatFemales,MeanFlyIntensityOnBatMales,MeanFlyAbundance,MeanFlyAbundaceOnBatFemales,MeanFlyAbundanceOnBatMales,Observations
BFSSI2337,BFBPOP1226,BFFPOP1758,BFR073,BFA270,Leptonycteris yerbabuenae,NA,Trichobius sphaeronotus,NA,308,0,0,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2338,BFBPOP1227,BFFPOP1760,BFR073,BFA270,Myotis velifer,NA,Trichobius major,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2339,BFBPOP1227,BFFPOP1758,BFR073,BFA270,Myotis velifer,NA,Trichobius sphaeronotus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2340,BFBPOP1228,BFFPOP1759,BFR073,BFA270,Tadarida brasiliensis,NA,Nycterophilia natali,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2341,BFBPOP1229,BFFPOP1761,BFR074,BFA271,Desmodus rotundus,NA,Trichobius parasiticus,NA,345,148,197,0,NA,NA,NA,91.04,NA,NA,5.65,NA,NA,NA,NA,NA,NA
BFSSI2342,BFBPOP1229,BFFPOP1762,BFR074,BFA271,Desmodus rotundus,NA,Strebla wiedemanni,NA,17,8,9,0,NA,NA,NA,11.94,NA,NA,2.12,NA,NA,NA,NA,NA,NA
BFSSI2343,BFBPOP1230,BFFPOP1763,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Nycterophilia coxata,NA,235,0,0,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2344,BFBPOP1230,BFFPOP1764,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Nycterophilia fairchildi,NA,30,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2345,BFBPOP1230,BFFPOP1765,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Nycterophilia parnelli,NA,17,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2346,BFBPOP1230,BFFPOP1766,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Trichobius sphaeronotus,NA,206,0,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2347,BFBPOP1230,BFFPOP1767,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Trichobius johnsonae,NA,94,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2348,BFBPOP1230,BFFPOP1768,BFR075,BFA272,Leptonycteris yerbabuenae,NA,Trichobius yunkeri,NA,31,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2349,BFBPOP1231,BFFPOP1763,BFR075,BFA272,Pteronotus davyi,NA,Nycterophilia coxata,NA,47,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2350,BFBPOP1231,BFFPOP1764,BFR075,BFA272,Pteronotus davyi,NA,Nycterophilia fairchildi,NA,146,0,0,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2351,BFBPOP1231,BFFPOP1765,BFR075,BFA272,Pteronotus davyi,NA,Nycterophilia parnelli,NA,14,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2352,BFBPOP1231,BFFPOP1766,BFR075,BFA272,Pteronotus davyi,NA,Trichobius sphaeronotus,NA,162,0,0,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2353,BFBPOP1231,BFFPOP1767,BFR075,BFA272,Pteronotus davyi,NA,Trichobius johnsonae,NA,181,0,0,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2354,BFBPOP1231,BFFPOP1768,BFR075,BFA272,Pteronotus davyi,NA,Trichobius yunkeri,NA,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2355,BFBPOP1232,BFFPOP1763,BFR075,BFA272,Pteronotus parnellii,NA,Nycterophilia coxata,NA,114,0,0,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2356,BFBPOP1232,BFFPOP1764,BFR075,BFA272,Pteronotus parnellii,NA,Nycterophilia fairchildi,NA,61,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2357,BFBPOP1232,BFFPOP1765,BFR075,BFA272,Pteronotus parnellii,NA,Nycterophilia parnelli,NA,176,0,0,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2358,BFBPOP1232,BFFPOP1766,BFR075,BFA272,Pteronotus parnellii,NA,Trichobius sphaeronotus,NA,213,0,0,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2359,BFBPOP1232,BFFPOP1767,BFR075,BFA272,Pteronotus parnellii,NA,Trichobius johnsonae,NA,1211,0,0,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2360,BFBPOP1232,BFFPOP1768,BFR075,BFA272,Pteronotus parnellii,NA,Trichobius yunkeri,NA,591,0,0,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2361,BFBPOP1233,BFFPOP1763,BFR075,BFA272,Pteronotus personatus,NA,Nycterophilia coxata,NA,21,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2362,BFBPOP1233,BFFPOP1764,BFR075,BFA272,Pteronotus personatus,NA,Nycterophilia fairchildi,NA,145,0,0,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2363,BFBPOP1233,BFFPOP1765,BFR075,BFA272,Pteronotus personatus,NA,Nycterophilia parnelli,NA,8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2364,BFBPOP1233,BFFPOP1766,BFR075,BFA272,Pteronotus personatus,NA,Trichobius sphaeronotus,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2365,BFBPOP1233,BFFPOP1767,BFR075,BFA272,Pteronotus personatus,NA,Trichobius johnsonae,NA,9,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2366,BFBPOP1234,BFFPOP1769,BFR076,BFA273,Artibeus lituratus,NA,Aspidoptera phyllostomatis,NA,6,0,0,6,NA,NA,NA,25.00,NA,NA,3,NA,NA,0.750,NA,NA,NA
BFSSI2367,BFBPOP1234,BFFPOP1770,BFR076,BFA273,Artibeus lituratus,NA,Megistopoda aranea,NA,8,0,0,8,NA,NA,NA,25.00,NA,NA,4,NA,NA,1.000,NA,NA,NA
BFSSI2368,BFBPOP1235,BFFPOP1769,BFR076,BFA273,Artibeus obscurus,NA,Aspidoptera phyllostomatis,NA,5,0,0,5,NA,NA,NA,5.10,NA,NA,1,NA,NA,0.051,NA,NA,NA
BFSSI2369,BFBPOP1235,BFFPOP1770,BFR076,BFA273,Artibeus obscurus,NA,Megistopoda aranea,NA,18,0,0,18,NA,NA,NA,14.28,NA,NA,1.2,NA,NA,0.184,NA,NA,NA
BFSSI2370,BFBPOP1236,BFFPOP1771,BFR076,BFA273,Carollia perspicillata,NA,Aspidoptera falcata,NA,1,0,0,1,NA,NA,NA,3.85,NA,NA,1,NA,NA,0.038,NA,NA,NA
BFSSI2371,BFBPOP1236,BFFPOP1772,BFR076,BFA273,Carollia perspicillata,NA,Strebla ambigua,NA,10,0,0,10,NA,NA,NA,23.08,NA,NA,2,NA,NA,0.385,NA,NA,NA
BFSSI2372,BFBPOP1236,BFFPOP1773,BFR076,BFA273,Carollia perspicillata,NA,Strebla guajiro,NA,2,0,0,2,NA,NA,NA,7.69,NA,NA,1,NA,NA,0.077,NA,NA,NA
BFSSI2373,BFBPOP1236,BFFPOP1774,BFR076,BFA273,Carollia perspicillata,NA,Trichobius joblingi,NA,48,0,0,48,NA,NA,NA,38.46,NA,NA,4.8,NA,NA,1.846,NA,NA,NA
BFSSI2374,BFBPOP1237,BFFPOP1775,BFR076,BFA273,Glossophaga soricina,NA,Mastoptera minuta,NA,34,0,0,34,NA,NA,NA,14.29,NA,NA,34,NA,NA,4.857,NA,NA,NA
BFSSI2375,BFBPOP1237,BFFPOP1776,BFR076,BFA273,Glossophaga soricina,NA,Trichobius dugesii,NA,4,0,0,4,NA,NA,NA,42.86,NA,NA,1.25,NA,NA,0.571,NA,NA,NA
BFSSI2376,BFBPOP1238,BFFPOP1775,BFR076,BFA273,Lophostoma carrikeri,NA,Mastoptera minuta,NA,6,0,0,6,NA,NA,NA,100.00,NA,NA,6,NA,NA,6.000,NA,NA,NA
BFSSI2377,BFBPOP1238,BFFPOP1777,BFR076,BFA273,Lophostoma carrikeri,NA,Strebla longirostris,NA,1,0,0,1,NA,NA,NA,100.00,NA,NA,1,NA,NA,1.000,NA,NA,NA
BFSSI2378,BFBPOP1239,BFFPOP1775,BFR076,BFA273,Micronycteris minuta,NA,Mastoptera minuta,NA,8,0,0,8,NA,NA,NA,66.67,NA,NA,4,NA,NA,2.667,NA,NA,NA
BFSSI2379,BFBPOP1239,BFFPOP1777,BFR076,BFA273,Micronycteris minuta,NA,Strebla longirostris,NA,4,0,0,4,NA,NA,NA,33.33,NA,NA,4,NA,NA,1.333,NA,NA,NA
BFSSI2380,BFBPOP1240,BFFPOP1778,BFR076,BFA273,Phyllostomus discolor,NA,Strebla hertigi,NA,1,0,0,1,NA,NA,NA,33.33,NA,NA,1,NA,NA,0.333,NA,NA,NA
BFSSI2381,BFBPOP1240,BFFPOP1779,BFR076,BFA273,Phyllostomus discolor,NA,Trichobius costalimai,NA,10,0,0,10,NA,NA,NA,100.00,NA,NA,3,NA,NA,3.333,NA,NA,NA
BFSSI2382,BFBPOP1240,BFFPOP1780,BFR076,BFA273,Phyllostomus discolor,NA,Trichobius dugesioides,phyllostomus,1,0,0,1,NA,NA,NA,33.33,NA,NA,1,NA,NA,0.333,NA,NA,NA
BFSSI2383,BFBPOP1240,BFFPOP1781,BFR076,BFA273,Phyllostomus discolor,NA,Trichobius perspicillatus,NA,2,0,0,2,NA,NA,NA,33.33,NA,NA,2,NA,NA,0.667,NA,NA,NA
BFSSI2384,BFBPOP1241,BFFPOP1775,BFR076,BFA273,Phyllostomus hastatus,NA,Mastoptera minuta,NA,10,0,0,10,NA,NA,NA,100.00,NA,NA,3.25,NA,NA,3.333,NA,NA,NA
BFSSI2385,BFBPOP1241,BFFPOP1782,BFR076,BFA273,Phyllostomus hastatus,NA,Trichobius longipes,NA,7,0,0,7,NA,NA,NA,100.00,NA,NA,3,NA,NA,2.333,NA,NA,NA
BFSSI2386,BFBPOP1242,BFFPOP1771,BFR076,BFA273,Sturnira lilium,NA,Aspidoptera falcata,NA,6,0,0,6,NA,NA,NA,55.56,NA,NA,1.25,NA,NA,0.667,NA,NA,NA
BFSSI2387,BFBPOP1242,BFFPOP1783,BFR076,BFA273,Sturnira lilium,NA,Megistopoda proxima,NA,8,0,0,8,NA,NA,NA,22.22,NA,NA,4,NA,NA,0.889,NA,NA,NA
BFSSI2388,BFBPOP1242,BFFPOP1774,BFR076,BFA273,Sturnira lilium,NA,Trichobius joblingi,NA,1,0,0,1,NA,NA,NA,11.11,NA,NA,1,NA,NA,0.111,NA,NA,NA
BFSSI2389,BFBPOP1243,BFFPOP1784,BFR077,BFA274,Artibeus planirostris,NA,Aspidoptera phyllostomatis,NA,14,0,0,14,NA,NA,NA,25.60,NA,NA,1.4,NA,NA,NA,NA,NA,NA
BFSSI2390,BFBPOP1243,BFFPOP1785,BFR077,BFA274,Artibeus planirostris,NA,Megistopoda aranea,NA,24,0,0,24,NA,NA,NA,33.30,NA,NA,1.8,NA,NA,NA,NA,NA,NA
BFSSI2391,BFBPOP1244,BFFPOP1786,BFR077,BFA274,Carollia perspicillata,NA,Speiseria ambigua,NA,17,0,0,17,NA,NA,NA,12.30,NA,NA,1.3,NA,NA,NA,NA,NA,NA
BFSSI2392,BFBPOP1244,BFFPOP1787,BFR077,BFA274,Carollia perspicillata,NA,Strebla guajiro,NA,13,0,0,13,NA,NA,NA,10.40,NA,NA,1.2,NA,NA,NA,NA,NA,NA
BFSSI2393,BFBPOP1244,BFFPOP1788,BFR077,BFA274,Carollia perspicillata,NA,Trichobius joblingi,NA,135,0,0,135,NA,NA,NA,54.70,NA,NA,2.3,NA,NA,NA,NA,NA,NA
BFSSI2394,BFBPOP1245,BFFPOP1789,BFR077,BFA274,Desmodus rotundus,NA,Trichobius parasiticus,NA,17,0,0,17,NA,NA,NA,53.30,NA,NA,2.1,NA,NA,NA,NA,NA,NA
BFSSI2395,BFBPOP1246,BFFPOP1790,BFR077,BFA274,Glossophaga soricina,NA,Trichobius dugesii,NA,1,0,0,1,NA,NA,NA,11.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2396,BFBPOP1247,BFFPOP1791,BFR077,BFA274,Lonchophylla mordax,NA,Trichobius sp.,NA,17,0,0,17,NA,NA,NA,28.00,NA,NA,2.3,NA,NA,NA,NA,NA,NA
BFSSI2397,BFBPOP1248,BFFPOP1791,BFR077,BFA274,Lonchophylla thomasi,NA,Trichobius sp.,NA,1,0,0,1,NA,NA,NA,33.30,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2398,BFBPOP1249,BFFPOP1792,BFR077,BFA274,Lophostoma brasiliense,NA,Mastoptera minuta,NA,59,0,0,59,NA,NA,NA,85.70,NA,NA,9.8,NA,NA,NA,NA,NA,NA
BFSSI2399,BFBPOP1249,BFFPOP1793,BFR077,BFA274,Lophostoma brasiliense,NA,Strebla hoogstraali,NA,16,0,0,16,NA,NA,NA,57.10,NA,NA,4,NA,NA,NA,NA,NA,NA
BFSSI2400,BFBPOP1249,BFFPOP1794,BFR077,BFA274,Lophostoma brasiliense,NA,Trichobius silvicolae,NA,8,0,0,8,NA,NA,NA,42.90,NA,NA,2.7,NA,NA,NA,NA,NA,NA
BFSSI2401,BFBPOP1250,BFFPOP1792,BFR077,BFA274,Lophostoma carrikeri,NA,Mastoptera minuta,NA,533,0,0,533,NA,NA,NA,97.90,NA,NA,11.3,NA,NA,NA,NA,NA,NA
BFSSI2402,BFBPOP1250,BFFPOP1795,BFR077,BFA274,Lophostoma carrikeri,NA,Pseudostrebla sparsisetis,NA,90,0,0,90,NA,NA,NA,52.10,NA,NA,3.6,NA,NA,NA,NA,NA,NA
BFSSI2403,BFBPOP1250,BFFPOP1796,BFR077,BFA274,Lophostoma carrikeri,NA,Stizostrebla longirostris,NA,175,0,0,175,NA,NA,NA,83.30,NA,NA,4.4,NA,NA,NA,NA,NA,NA
BFSSI2404,BFBPOP1250,BFFPOP1797,BFR077,BFA274,Lophostoma carrikeri,NA,Pseudostrebla greenwelli,NA,1,0,0,1,NA,NA,NA,2.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2405,BFBPOP1251,BFFPOP1792,BFR077,BFA274,Lophostoma silvicolum,NA,Mastoptera minuta,NA,130,0,0,130,NA,NA,NA,78.60,NA,NA,5.9,NA,NA,NA,NA,NA,NA
BFSSI2406,BFBPOP1251,BFFPOP1797,BFR077,BFA274,Lophostoma silvicolum,NA,Pseudostrebla greenwelli,NA,2,0,0,2,NA,NA,NA,3.60,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI2407,BFBPOP1251,BFFPOP1798,BFR077,BFA274,Lophostoma silvicolum,NA,Pseudostrebla ribeiroi,NA,9,0,0,9,NA,NA,NA,21.40,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI2408,BFBPOP1251,BFFPOP1796,BFR077,BFA274,Lophostoma silvicolum,NA,Stizostrebla longirostris,NA,1,0,0,1,NA,NA,NA,3.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2409,BFBPOP1251,BFFPOP1799,BFR077,BFA274,Lophostoma silvicolum,NA,Strebla tonatiae,NA,9,0,0,9,NA,NA,NA,7.10,NA,NA,4.5,NA,NA,NA,NA,NA,NA
BFSSI2410,BFBPOP1251,BFFPOP1794,BFR077,BFA274,Lophostoma silvicolum,NA,Trichobius silvicolae,NA,1,0,0,1,NA,NA,NA,3.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2411,BFBPOP1252,BFFPOP1800,BFR077,BFA274,Gardnerycteris crenulatum,NA,Basilia mimoni,NA,10,0,0,10,NA,NA,NA,33.30,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI2412,BFBPOP1253,BFFPOP1801,BFR077,BFA274,Phyllostomus discolor,NA,Strebla hertigi,NA,2,0,0,2,NA,NA,NA,15.40,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2413,BFBPOP1253,BFFPOP1802,BFR077,BFA274,Phyllostomus discolor,NA,Trichobioides perspicillatus,NA,9,0,0,9,NA,NA,NA,38.50,NA,NA,1.8,NA,NA,NA,NA,NA,NA
BFSSI2414,BFBPOP1253,BFFPOP1803,BFR077,BFA274,Phyllostomus discolor,NA,Trichobius costalimai,NA,42,0,0,42,NA,NA,NA,92.30,NA,NA,3.5,NA,NA,NA,NA,NA,NA
BFSSI2415,BFBPOP1254,BFFPOP1792,BFR077,BFA274,Phyllostomus hastatus,NA,Mastoptera minuta,NA,2,0,0,2,NA,NA,NA,25.00,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2416,BFBPOP1254,BFFPOP1804,BFR077,BFA274,Phyllostomus hastatus,NA,Trichobius longipes,NA,13,0,0,13,NA,NA,NA,62.50,NA,NA,2.6,NA,NA,NA,NA,NA,NA
BFSSI2417,BFBPOP1255,BFFPOP1805,BFR077,BFA274,Sturnira lilium,NA,Aspidoptera falcata,NA,18,0,0,18,NA,NA,NA,66.70,NA,NA,4.5,NA,NA,NA,NA,NA,NA
BFSSI2418,BFBPOP1255,BFFPOP1806,BFR077,BFA274,Sturnira lilium,NA,Megistopoda proxima,NA,5,0,0,5,NA,NA,NA,33.30,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI2419,BFBPOP1256,BFFPOP1807,BFR077,BFA274,Thyroptera devivoi,NA,Hershkovitzia mariae,NA,1,0,0,1,NA,NA,NA,50.00,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2420,BFBPOP1257,BFFPOP1808,BFR077,BFA274,Tonatia bidens,NA,Strebla galindoi,NA,4,0,0,4,NA,NA,NA,22.20,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI2421,BFBPOP1258,BFFPOP1809,BFR078,BFA275,Carollia perspicillata,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,0.70,NA,NA,3.11,NA,NA,NA,NA,NA,NA
BFSSI2422,BFBPOP1258,BFFPOP1810,BFR078,BFA275,Carollia perspicillata,NA,Strebla guajiro,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,0.5,NA,NA,NA,NA,NA,NA
BFSSI2423,BFBPOP1258,BFFPOP1811,BFR078,BFA275,Carollia perspicillata,NA,Speiseria ambigua,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,0.48,NA,NA,NA,NA,NA,NA
BFSSI2424,BFBPOP1259,BFFPOP1812,BFR079,BFA276,Carollia castanea,NA,Paratrichobius dunni,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2425,BFBPOP1260,BFFPOP1813,BFR079,BFA276,Dermanura watsoni,NA,Neotrichobius stenopterus,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2426,BFBPOP1261,BFFPOP1814,BFR080,BFA277,Artibeus lituratus,NA,Paratrichobius longicrus,NA,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2427,BFBPOP1261,BFFPOP1815,BFR080,BFA277,Artibeus lituratus,NA,Megistopoda aranea,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2428,BFBPOP1261,BFFPOP1816,BFR080,BFA277,Artibeus lituratus,NA,Megistopoda proxima,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2429,BFBPOP1262,BFFPOP1817,BFR080,BFA277,Sturnira lilium,NA,Aspidoptera falcata,NA,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2430,BFBPOP1262,BFFPOP1816,BFR080,BFA277,Sturnira lilium,NA,Megistopoda proxima,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2431,BFBPOP1262,BFFPOP1815,BFR080,BFA277,Sturnira lilium,NA,Megistopoda aranea,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2432,BFBPOP1263,BFFPOP1818,BFR080,BFA277,Carollia perspicillata,NA,Trichobius tiptoni,NA,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2433,BFBPOP1264,BFFPOP1817,BFR080,BFA277,Artibeus obscurus,NA,Aspidoptera falcata,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2434,BFBPOP1264,BFFPOP1815,BFR080,BFA277,Artibeus obscurus,NA,Megistopoda aranea,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2435,BFBPOP1265,BFFPOP1817,BFR080,BFA277,Artibeus planirostris,NA,Aspidoptera falcata,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2436,BFBPOP1265,BFFPOP1815,BFR080,BFA277,Artibeus planirostris,NA,Megistopoda aranea,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2437,BFBPOP1266,BFFPOP1819,BFR080,BFA277,Myotis nigricans,NA,Basilia quadrosae,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2438,BFBPOP1267,BFFPOP1820,BFR081,BFA278,Lonchophylla inexpectata,NA,Trichobius lonchophyllae,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2439,BFBPOP1268,BFFPOP1821,BFR082,BFA279,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,0,0,1,NA,NA,NA,25.00,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2440,BFBPOP1269,BFFPOP1822,BFR082,BFA279,Carollia perspicillata,NA,Trichobius joblingi,NA,13,0,0,13,NA,NA,NA,27.70,NA,NA,2.6,NA,NA,NA,NA,NA,NA
BFSSI2441,BFBPOP1269,BFFPOP1823,BFR082,BFA279,Carollia perspicillata,NA,Speiseria ambigua,NA,1,0,0,1,NA,NA,NA,27.70,NA,NA,0.2,NA,NA,NA,NA,NA,NA
BFSSI2442,BFBPOP1270,BFFPOP1824,BFR082,BFA279,Desmodus rotundus,NA,Strebla wiedemanni,NA,5,0,0,5,NA,NA,NA,22.20,NA,NA,2.5,NA,NA,NA,NA,NA,NA
BFSSI2443,BFBPOP1271,BFFPOP1825,BFR082,BFA279,Glossophaga soricina,NA,Trichobius uniformis,NA,2,0,0,2,NA,NA,NA,8.30,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI2444,BFBPOP1271,BFFPOP1826,BFR082,BFA279,Glossophaga soricina,NA,Trichobius costalimai,NA,5,0,0,5,NA,NA,NA,8.30,NA,NA,5,NA,NA,NA,NA,NA,NA
BFSSI2445,BFBPOP1272,BFFPOP1827,BFR082,BFA279,Lophostoma brasiliense,NA,Mastoptera minuta,NA,4,0,0,4,NA,NA,NA,50.00,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI2446,BFBPOP1273,BFFPOP1826,BFR082,BFA279,Phyllostomus discolor,NA,Trichobius costalimai,NA,1,0,0,1,NA,NA,NA,14.20,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2447,BFBPOP1274,BFFPOP1821,BFR082,BFA279,Platyrrhinus lineatus,NA,Paratrichobius longicrus,NA,3,0,0,3,NA,NA,NA,66.60,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI2448,BFBPOP1274,BFFPOP1822,BFR082,BFA279,Platyrrhinus lineatus,NA,Trichobius joblingi,NA,2,0,0,2,NA,NA,NA,66.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI2449,BFBPOP1275,BFFPOP1831,BFR083,BFA280,Artibeus lituratus,NA,Paratrichobius longicrus,NA,22,13,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2450,BFBPOP1276,BFFPOP1840,BFR083,BFA280,Carollia perspicillata,NA,Trichobius joblingi,NA,144,38,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2451,BFBPOP1276,BFFPOP1832,BFR083,BFA280,Carollia perspicillata,NA,Speiseria ambigua,NA,47,16,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2452,BFBPOP1276,BFFPOP1834,BFR083,BFA280,Carollia perspicillata,NA,Strebla guajiro,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2453,BFBPOP1277,BFFPOP1842,BFR083,BFA280,Desmodus rotundus,NA,Trichobius parasiticus,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2454,BFBPOP1278,BFFPOP1833,BFR083,BFA280,Lonchorhina aurita,NA,Strebla altmani,NA,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2455,BFBPOP1279,BFFPOP1837,BFR083,BFA280,Lophostoma silvicolum,NA,Trichobius affinis,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2456,BFBPOP1279,BFFPOP1829,BFR083,BFA280,Lophostoma silvicolum,NA,Mastoptera minuta,NA,6,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2457,BFBPOP1279,BFFPOP1835,BFR083,BFA280,Lophostoma silvicolum,NA,Strebla tonatiae,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI2458,BFBPOP1280,BFFPOP1829,BFR083,BFA280,Lophostoma brasiliense,NA,Mastoptera minuta,NA,15,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
